The Cdc6 protein is ubiquitinated in vivo for proteolysis in Saccharomyces cerevisiae.	"Cdc6	4	8	Gene_or_gene_product"	"[{""token"": ""Cdc6"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}]"
Forkhead proteins control the outcome of transcription factor binding by antiactivation.	"Forkhead	0	8	Gene_or_gene_product"	"[{""token"": ""Forkhead"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}]"
mTOR controls mitochondrial oxidative function through a YY1 - PGC - 1alpha transcriptional complex.	"mTOR	0	4	Gene_or_gene_product"	"[{""token"": ""mTOR"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}]"
However, it is unknown whether and how mTOR controls mitochondrial oxidative activities.	"mTOR	39	43	Gene_or_gene_product"	"[{""token"": ""mTOR"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}]"
Here we show that mTOR is necessary for the maintenance of mitochondrial oxidative function.	"mTOR	18	22	Gene_or_gene_product"	"[{""token"": ""mTOR"", ""start_span"": 18, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}]"
We have therefore identified a mechanism by which a nutrient sensor ( mTOR) balances energy metabolism by means of the transcriptional control of mitochondrial oxidative function.	"mTOR	70	74	Gene_or_gene_product"	"[{""token"": ""mTOR"", ""start_span"": 70, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}]"
During mammalian development, krm1 mRNA expression is low in the early stages, but gradually and continuously increases with developmental progression and differentiation.	"krm1	30	34	Gene_or_gene_product"	"[{""token"": ""krm1"", ""start_span"": 30, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}]"
In tumour cells, a deficit of Krm may increase the susceptibility to tumourigenic transformation.	"Krm	30	33	Gene_or_gene_product"	"[{""token"": ""Krm"", ""start_span"": 30, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"
Differential effects of chemotherapeutic drugs versus the MDM - 2 antagonist nutlin - 3 on cell cycle progression and induction of apoptosis in SKW6. 4 lymphoblastoid B - cells.	"MDM - 2	58	65	Gene_or_gene_product"	"[{""token"": ""MDM - 2"", ""start_span"": 58, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}]"
Exposure to chlorambucil, fludarabine, and Nutlin - 3 induced p53 accumulation and variably affected cell cycle progression in SKW6. 4 lymphoblastoid cells.	"p53	62	65	Gene_or_gene_product"	"[{""token"": ""p53"", ""start_span"": 62, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}]"
On the other hand, recombinant TRAIL alone did not affect cell cycle progression but induced a rapid increase of apoptosis.	"TRAIL	31	36	Gene_or_gene_product"	"[{""token"": ""TRAIL"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}]"
Analysis of the gene expression profile of the p53 - transcriptional targets showed distinct features between chlorambucil, Nutlin - 3 and fludarabine, which likely account for their differential effect on cell cycle in SKW6. 4 cells.	"p53	47	50	Gene_or_gene_product"	"[{""token"": ""p53"", ""start_span"": 47, ""end_span"": 50, ""type"": ""Gene_or_gene_product""}]"
Of note, all agonists upregulated TRAIL - R2 expression in SKW6. 4 cells both at the mRNA and protein levels.	"TRAIL - R2	34	44	Gene_or_gene_product"	"[{""token"": ""TRAIL - R2"", ""start_span"": 34, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}]"
Consistently, pretreatment with chlorambucil, fludarabine and Nutlin - 3 enhanced SKW6. 4 sensitivity to TRAIL - mediated apoptosis.	"TRAIL	105	110	Gene_or_gene_product"	"[{""token"": ""TRAIL"", ""start_span"": 105, ""end_span"": 110, ""type"": ""Gene_or_gene_product""}]"
Endogenous REDD1 is required for both dissociation of endogenous TSC2 / 14 - 3 - 3 and inhibition of mTORC1 in response to hypoxia.	"REDD1	11	16	Gene_or_gene_product"	"[{""token"": ""REDD1"", ""start_span"": 11, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}]"
In vitro, loss of REDD1 signaling promotes proliferation and anchorage - independent growth under hypoxia through mTORC1 dysregulation.	"REDD1	18	23	Gene_or_gene_product"	"[{""token"": ""REDD1"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}]"
Specific induction of PAG608 in cranial and spinal motor neurons of L - DOPA - treated parkinsonian rats.	"PAG608	22	28	Gene_or_gene_product"	"[{""token"": ""PAG608"", ""start_span"": 22, ""end_span"": 28, ""type"": ""Gene_or_gene_product""}]"
In the present study, we further examined morphological distribution of PAG608 in the central nervous system of L - DOPA - treated hemi - parkinsonian rats.	"PAG608	72	78	Gene_or_gene_product"	"[{""token"": ""PAG608"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Gene_or_gene_product""}]"
PAG608 expression was markedly induced in fibers and neuronal cells of the lateral globus pallidus and reticular thalamic nucleus adjacent to internal capsule, specifically in the parkinsonian side of L - DOPA - treated models.	"PAG608	0	6	Gene_or_gene_product"	"[{""token"": ""PAG608"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Gene_or_gene_product""}]"
Furthermore, L - DOPA - induced PAG608 expression on motor neurons in the contralateral side of the ventral horn of the spinal cord and the lateral corticospinal tract without cell loss.	"PAG608	32	38	Gene_or_gene_product"	"[{""token"": ""PAG608"", ""start_span"": 32, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}]"
The specific induction of PAG608 6 - 48h after L - DOPA injection in the extrapyramidal tracts, pyramidal tracts and corresponding lower motor neurons of the spinal cords suggests its involvement in molecular events in stimulated motor neurons.	"PAG608	26	32	Gene_or_gene_product"	"[{""token"": ""PAG608"", ""start_span"": 26, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}]"
Small molecular weight variants of p53 are expressed in human melanoma cells and are induced by the DNA - damaging agent cisplatin.	"p53	35	38	Gene_or_gene_product"	"[{""token"": ""p53"", ""start_span"": 35, ""end_span"": 38, ""type"": ""Gene_or_gene_product""}]"
PURPOSE: Metastatic melanoma is largely unresponsive to DNA - damaging chemotherapy agents, although WTp53 is frequently detected.	"WTp53	101	106	Gene_or_gene_product"	"[{""token"": ""WTp53"", ""start_span"": 101, ""end_span"": 106, ""type"": ""Gene_or_gene_product""}]"
EXPERIMENTAL DESIGN: We studied the expression and subcellular localization of p53 and its isoforms in a panel of human melanoma cell lines using Western blot, two - dimensional electrophoresis, and reverse transcription - PCR.	"p53	79	82	Gene_or_gene_product"	"[{""token"": ""p53"", ""start_span"": 79, ""end_span"": 82, ""type"": ""Gene_or_gene_product""}]"
Analysis by two - dimensional gel electrophoresis revealed that p53beta was expressed at the protein level in melanoma cells.	"p53beta	64	71	Gene_or_gene_product"	"[{""token"": ""p53beta"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}]"
The potential for PTEN to regulate the synthesis of RNA polymerase ( Pol) III transcription products, including tRNAs and 5S rRNAs, was evaluated.	"PTEN	18	22	Gene_or_gene_product"	"[{""token"": ""PTEN"", ""start_span"": 18, ""end_span"": 22, ""type"": ""Gene_or_gene_product""}]"
Inhibitory effect of citral on NO production by suppression of iNOS expression and NF - kappa B activation in RAW264. 7 cells.	"iNOS	63	67	Gene_or_gene_product"	"[{""token"": ""iNOS"", ""start_span"": 63, ""end_span"": 67, ""type"": ""Gene_or_gene_product""}]"
Consistent with this model, we show that mutations that disrupt securin phosphoregulation decrease the synchrony of chromosome segregation.	"securin	64	71	Gene_or_gene_product"	"[{""token"": ""securin"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}]"
Expression analysis of PML was carried out by immunohistochemical staining and correlated with disease - free survival ( DFS) and overall survival ( OS).	"PML	23	26	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}]"
RESULTS: In 24 tumor specimens ( 38. 7%), PML was classified as absent, in 16 ( 25. 8%) as focally expressed and in 22 ( 35. 5%) as diffusely expressed.	"PML	42	45	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}]"
By univariate analysis, DFS was significantly influenced by pathological T stage ( P = 0. 03), lymph nodal involvement ( P = 0. 002), and PML expression ( P = 0. 001).	"PML	138	141	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 138, ""end_span"": 141, ""type"": ""Gene_or_gene_product""}]"
DFS in patients without PML expression was 28. 0 months versus 45. 1 and 75. 5 for patients with focal and diffuse expression, respectively.	"PML	24	27	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Gene_or_gene_product""}]"
OS in the group of patients without PML expression, with focal expression, and with diffuse expression was 40, 48, and 77 months, respectively ( P = 0. 002).	"PML	36	39	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 36, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}]"
By a multivariate analysis, PML expression was the strongest prognostic factor for DFS ( P = 0. 003) and the only statically significant prognostic factor for OS ( P = 0. 009).	"PML	28	31	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 28, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}]"
CONCLUSIONS: Our preliminary data suggest PML as a novel prognostic tool for ampullary cancer patients.	"PML	42	45	Gene_or_gene_product"	"[{""token"": ""PML"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}]"
Phosphorylation of p27Kip1 regulates assembly and activation of cyclin D1 - Cdk4.	"p27Kip1	19	26	Gene_or_gene_product"	"[{""token"": ""p27Kip1"", ""start_span"": 19, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}]"
Signal transduction via the Frizzled family of seven - transmembrane receptors controls important developmental processes.	"Frizzled	28	36	Gene_or_gene_product"	"[{""token"": ""Frizzled"", ""start_span"": 28, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}]"
Aberrant signaling caused by altered Frizzled receptor activity or by mutations in downstream signaling components has been implicated in several adult pathologies.	"Frizzled	37	45	Gene_or_gene_product"	"[{""token"": ""Frizzled"", ""start_span"": 37, ""end_span"": 45, ""type"": ""Gene_or_gene_product""}]"
Our report underlines the importance of using cell lines stably overexpressing wild - type Frizzled receptors and the use of purified ligands when studying receptor pharmacology.	"Frizzled	91	99	Gene_or_gene_product"	"[{""token"": ""Frizzled"", ""start_span"": 91, ""end_span"": 99, ""type"": ""Gene_or_gene_product""}]"
Our results suggest that there is receptor redundancy with regard to Wnt - 3a reception.	"Wnt - 3a	69	77	Gene_or_gene_product"	"[{""token"": ""Wnt - 3a"", ""start_span"": 69, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}]"
Detection of myeloid differentiating factor 88 ( MyD88) - TLR2 complex confirmed interaction between the two for triggering the downstream signaling, which ultimately led to TLR2 - dependent nuclear translocation of nuclear factor - kappa B.	"TLR2	58	62	Gene_or_gene_product"	"[{""token"": ""TLR2"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Gene_or_gene_product""}]"
ATX is known to stimulate migration of tumor cells.	"ATX	0	3	Gene_or_gene_product"	"[{""token"": ""ATX"", ""start_span"": 0, ""end_span"": 3, ""type"": ""Gene_or_gene_product""}]"
The hydrolysis product of ATX, lysophosphatidic acid ( LPA), increased the migration of MCF - 7 cells under normoxia but not under hypoxia.	"ATX	26	29	Gene_or_gene_product"	"[{""token"": ""ATX"", ""start_span"": 26, ""end_span"": 29, ""type"": ""Gene_or_gene_product""}]"
Hypoxia did not promote migration of MCF - 7 cells, suggesting that ATX down - stream signaling was inhibited by hypoxia.	"ATX	68	71	Gene_or_gene_product"	"[{""token"": ""ATX"", ""start_span"": 68, ""end_span"": 71, ""type"": ""Gene_or_gene_product""}]"
The adaptor protein MyD88 is essential for E coli - induced preterm delivery in mice.	"MyD88	20	25	Gene_or_gene_product"	"[{""token"": ""MyD88"", ""start_span"": 20, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}]"
Small molecule - mediated disruption of Wnt - dependent signaling in tissue regeneration and cancer.	"Wnt	40	43	Gene_or_gene_product"	"[{""token"": ""Wnt"", ""start_span"": 40, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}]"
With these small molecules, we establish a chemical genetic approach for studying Wnt pathway responses and stem cell function in adult tissue.	"Wnt	82	85	Gene_or_gene_product"	"[{""token"": ""Wnt"", ""start_span"": 82, ""end_span"": 85, ""type"": ""Gene_or_gene_product""}]"
The signal transduction mechanisms shown here to be chemically tractable additionally contribute to Wnt - independent signal transduction pathways and thus could be broadly exploited for chemical genetics and therapeutic goals.	"Wnt	100	103	Gene_or_gene_product"	"[{""token"": ""Wnt"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}]"
The Wnt family of secreted ligands plays critical roles during embryonic development and tumorigenesis.	"Wnt	4	7	Gene_or_gene_product"	"[{""token"": ""Wnt"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}]"
Licochalcone A significantly suppresses LPS signaling pathway through the inhibition of NF - kappaB p65 phosphorylation at serine 276.	"p65	100	103	Gene_or_gene_product"	"[{""token"": ""p65"", ""start_span"": 100, ""end_span"": 103, ""type"": ""Gene_or_gene_product""}]"
Interestingly, Licochalcone A markedly inhibited the phosphorylation of p65 at serine 276.	"p65	72	75	Gene_or_gene_product"	"[{""token"": ""p65"", ""start_span"": 72, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}]"
SDF - 1 is up - regulated in the ischemic penumbra following stroke and has been known to be associated with the homing of bone marrow cells to injury.	"SDF - 1	0	7	Gene_or_gene_product"	"[{""token"": ""SDF - 1"", ""start_span"": 0, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}]"
Among these properties is the ability to regulate activity of the p53 tumor suppressor protein.	"p53	66	69	Gene_or_gene_product"	"[{""token"": ""p53"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}]"
[ CCR4, HTLV - 1 infection, and ATL oncogenesis].	"CCR4	2	6	Gene_or_gene_product"	"[{""token"": ""CCR4"", ""start_span"": 2, ""end_span"": 6, ""type"": ""Gene_or_gene_product""}]"
Adult T - cell leukemia ( ATL) is a malignancy of mature CD4 + T cells that is etiologically associated with the infection of human T - cell leukemia virus type 1 ( HTLV - 1), an exogenous human retrovirus.	"CD4	57	60	Gene_or_gene_product"	"[{""token"": ""CD4"", ""start_span"": 57, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}]"
Previously, we have shown that leukemic cells of most ATL patients express CCR4, a chemokine receptor known to be selectively expressed by T cell subsets such as Th2 cells, skin - homing memory / effector T cells, and regulatory T cells.	"CCR4	75	79	Gene_or_gene_product"	"[{""token"": ""CCR4"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}]"
Therefore, the expression of CCR4 suggests that ATL cells are mostly derived from one of these T cell subsets.	"CCR4	29	33	Gene_or_gene_product"	"[{""token"": ""CCR4"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"
Notch signaling plays a critical role in regulating cell proliferation, differentiation, and apoptosis.	"Notch	0	5	Gene_or_gene_product"	"[{""token"": ""Notch"", ""start_span"": 0, ""end_span"": 5, ""type"": ""Gene_or_gene_product""}]"
Our previous study showed that overexpression of Notch1 could inhibit human hepatocellular carcinoma ( HCC) cell growth by arresting the cell cycle and inducing apoptosis.	"Notch1	49	55	Gene_or_gene_product"	"[{""token"": ""Notch1"", ""start_span"": 49, ""end_span"": 55, ""type"": ""Gene_or_gene_product""}]"
Activated NF - kappaB plays an important role in the expression of matrix metalloproteinase ( MMP) - 1 and MMP - 13 in rheumatoid arthritis and osteoarthritis.	"MMP - 13	107	115	Gene_or_gene_product"	"[{""token"": ""MMP - 13"", ""start_span"": 107, ""end_span"": 115, ""type"": ""Gene_or_gene_product""}]"
FLSs were treated with IL - 1beta ( 10 ng / ml) for 24 h in the presence or absence of PDTC.	"IL - 1beta	23	33	Gene_or_gene_product"	"[{""token"": ""IL - 1beta"", ""start_span"": 23, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"
These results suggest that the increase of MMP expression may occur in a stimuli - specific manner or by an NF - kappaB independent mechanism.	"MMP	43	46	Gene_or_gene_product"	"[{""token"": ""MMP"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
PUMA suppresses intestinal tumorigenesis in mice.	"PUMA	0	4	Gene_or_gene_product"	"[{""token"": ""PUMA"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}]"
In this study, we investigated the role of PUMA in intestinal tumorigenesis using two animal models.	"PUMA	43	47	Gene_or_gene_product"	"[{""token"": ""PUMA"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Gene_or_gene_product""}]"
The absence of PUMA led to a significantly elevated incidence of precursor lesions induced by AOM.	"PUMA	15	19	Gene_or_gene_product"	"[{""token"": ""PUMA"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Gene_or_gene_product""}]"
These results show an essential role of PUMA - mediated apoptosis in suppressing intestinal tumorigenesis in mice.	"PUMA	40	44	Gene_or_gene_product"	"[{""token"": ""PUMA"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}]"
Among the natural sequence variants of TP53, rs1042522 ( R72P) modifies the risk for solid tumors.	"TP53	39	43	Gene_or_gene_product"	"[{""token"": ""TP53"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}]"
TP53 R72P showed a risk association with gene dosage effect ( P = 0. 002) resulting in a strong association of homozygous genotype ( OR = 2. 9, 95% CI = 1. 5 - 5. 6) and no sex effect.	"TP53	0	4	Gene_or_gene_product"	"[{""token"": ""TP53"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Gene_or_gene_product""}]"
A feed - forward circuit controlling inducible NF - kappaB target gene activation by promoter histone demethylation.	"histone	94	101	Gene_or_gene_product"	"[{""token"": ""histone"", ""start_span"": 94, ""end_span"": 101, ""type"": ""Gene_or_gene_product""}]"
Thus, at these tightly regulated genes, NF - kappaB functions both as a transcriptional activator and as an upstream targeting signal that marks promoters to be derepressed by histone demethylation.	"histone	176	183	Gene_or_gene_product"	"[{""token"": ""histone"", ""start_span"": 176, ""end_span"": 183, ""type"": ""Gene_or_gene_product""}]"
The transcription factor c - Myc is a cellular oncoprotein generally upregulated in most of human cancers.	"c - Myc	25	32	Gene_or_gene_product"	"[{""token"": ""c - Myc"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}]"
Regulation of Angiotensin II receptor signaling by cysteine modification of NF - kappaB.	"Angiotensin II receptor	14	37	Gene_or_gene_product"	"[{""token"": ""Angiotensin II receptor"", ""start_span"": 14, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}]"
Ang II is originally found as one of potent vasoconstrictors, but is now attracted attention as an essential mediator of many cardiovascular problems, including endothelial dysfunction, arrhythmia and structural remodeling of cardiovascular systems.	"Ang II	0	6	Gene_or_gene_product"	"[{""token"": ""Ang II"", ""start_span"": 0, ""end_span"": 6, ""type"": ""Gene_or_gene_product""}]"
In cardiac fibroblasts, stimulation with cytokines or bacterial toxins induces AT ( 1) R up - regulation through NADPH oxidase - dependent ROS production.	"NADPH oxidase	113	126	Gene_or_gene_product"	"[{""token"": ""NADPH oxidase"", ""start_span"": 113, ""end_span"": 126, ""type"": ""Gene_or_gene_product""}]"
Negative feedback regulation of NF - kappaB action by CITED2 in the nucleus.	"CITED2	54	60	Gene_or_gene_product"	"[{""token"": ""CITED2"", ""start_span"": 54, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}]"
Bioinformatics analysis predicts that CITED2 is topologically close to NF - kappaB in the protein interaction networks.	"CITED2	38	44	Gene_or_gene_product"	"[{""token"": ""CITED2"", ""start_span"": 38, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}]"
In this study, we show that ectopic expression or knockdown of CITED2 attenuates or potentiates, respectively, the expression of NF - kappaB - responsive genes.	"CITED2	63	69	Gene_or_gene_product"	"[{""token"": ""CITED2"", ""start_span"": 63, ""end_span"": 69, ""type"": ""Gene_or_gene_product""}]"
Furthermore, LPS induces CITED2 expression via NF - kappaB in macrophages.	"CITED2	25	31	Gene_or_gene_product"	"[{""token"": ""CITED2"", ""start_span"": 25, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}]"
Collectively, this study identifies CITED2 as a novel regulator of NF - kappaB in the nucleus, which reveals a negative feedback mechanism for NF - kappaB signaling.	"CITED2	36	42	Gene_or_gene_product"	"[{""token"": ""CITED2"", ""start_span"": 36, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}]"
Site - directed mutagenesis studies indicate that both AP - 1 response elements are critical for 12 - O - tetradecanoylphorbol - 13 - acetate ( TPA) - enhanced MIEP activity in transient - transfection assays.	"MIEP	160	164	Gene_or_gene_product"	"[{""token"": ""MIEP"", ""start_span"": 160, ""end_span"": 164, ""type"": ""Gene_or_gene_product""}]"
We show, however, that combined inactivation of the enhancer AP - 1 and NF - kappaB recognition sites leads to an attenuation of the hMCMV - ES in the neonatal murine infection model, not observed when each single element is abolished.	"hMCMV - ES	133	143	Gene_or_gene_product"	"[{""token"": ""hMCMV - ES"", ""start_span"": 133, ""end_span"": 143, ""type"": ""Gene_or_gene_product""}]"
Altogether, these results underline the functional redundancy of the MIEP elements, highlighting the plasticity of this region, which probably evolved to ensure maximal transcriptional performance across many diverse environments.	"MIEP	69	73	Gene_or_gene_product"	"[{""token"": ""MIEP"", ""start_span"": 69, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}]"
Interleukin ( IL) - 23 is an essential cytokine involved in the expansion of a novel CD4 ( +) T helper subset known as Th17, which has been implicated in the pathogenesis of periodontitis recently.	"CD4	85	88	Gene_or_gene_product"	"[{""token"": ""CD4"", ""start_span"": 85, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}]"
This study hypothesised that Th17 signature cytokine IL - 17 may target specialised human periodontal ligament fibroblasts ( hPDLFs) for production of IL - 23 p19, a key subunit of IL - 23.	"p19	159	162	Gene_or_gene_product"	"[{""token"": ""p19"", ""start_span"": 159, ""end_span"": 162, ""type"": ""Gene_or_gene_product""}]"
IL - 17 was capable of stimulating the expression of IL - 23 p19 mRNA and protein in cultured hPDLFs, which was attenuated by IL - 17 or IL - 17R neutralising antibodies.	"p19	61	64	Gene_or_gene_product"	"[{""token"": ""p19"", ""start_span"": 61, ""end_span"": 64, ""type"": ""Gene_or_gene_product""}]"
TGF - beta1 is a pleiotropic cytokine with potent anti - inflammation property.	"TGF - beta1	0	11	Gene_or_gene_product"	"[{""token"": ""TGF - beta1"", ""start_span"": 0, ""end_span"": 11, ""type"": ""Gene_or_gene_product""}]"
However, the mechanisms underlying TGF - beta1 suppression of inflammation remain largely unexplored.	"TGF - beta1	35	46	Gene_or_gene_product"	"[{""token"": ""TGF - beta1"", ""start_span"": 35, ""end_span"": 46, ""type"": ""Gene_or_gene_product""}]"
Overexpression of Forkhead Box M1 transcription factor and nuclear factor - kappaB in laryngeal squamous cell carcinoma: a potential indicator for poor prognosis.	"Forkhead Box M1	18	33	Gene_or_gene_product"	"[{""token"": ""Forkhead Box M1"", ""start_span"": 18, ""end_span"": 33, ""type"": ""Gene_or_gene_product""}]"
The Forkhead Box M1 transcription factor and nuclear factor - kappaB have been shown to play important roles in the development and progression of human cancers.	"Forkhead Box M1	4	19	Gene_or_gene_product"	"[{""token"": ""Forkhead Box M1"", ""start_span"": 4, ""end_span"": 19, ""type"": ""Gene_or_gene_product""}]"
In the current study, we have shown that Forkhead Box M1 transcription factor and nuclear factor - kappaB were significantly overexpressed in laryngeal squamous cell carcinoma tissues and precancerous lesions, compared with adjacent normal tissues ( both P <. 001).	"Forkhead Box M1	41	56	Gene_or_gene_product"	"[{""token"": ""Forkhead Box M1"", ""start_span"": 41, ""end_span"": 56, ""type"": ""Gene_or_gene_product""}]"
The overexpression of Forkhead Box M1 transcription factor was significantly associated with histologic differentiation ( rs = 0. 321, P =. 002), T stage ( rs = 0. 276, P =. 009), lymph node metastasis ( rs = 0. 266, P =. 012), and clinical stage ( rs = 0. 272, P =. 010); overexpression of nuclear factor - kappaB was significantly associated with T stage ( rs = 0. 404, P <. 001), lymph node metastasis ( rs = 0. 293, P =. 005), and clinical stage ( rs = 0. 425, P <. 001).	"Forkhead Box M1	22	37	Gene_or_gene_product"	"[{""token"": ""Forkhead Box M1"", ""start_span"": 22, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}]"
Overexpressions of both Forkhead Box M1 transcription factor and nuclear factor - kappaB were associated with worse overall survival ( P =. 041 and P <. 001, respectively).	"Forkhead Box M1	24	39	Gene_or_gene_product"	"[{""token"": ""Forkhead Box M1"", ""start_span"": 24, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}]"
Furthermore, a significant correlation was observed between Forkhead Box M1 transcription factor and nuclear factor - kappaB ( rs = 0. 683, P <. 001), indicating the potential direct or indirect interaction between them.	"Forkhead Box M1	60	75	Gene_or_gene_product"	"[{""token"": ""Forkhead Box M1"", ""start_span"": 60, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}]"
Mutated CEBPA defines a subgroup of acute myeloid leukemia ( AML).	"CEBPA	8	13	Gene_or_gene_product"	"[{""token"": ""CEBPA"", ""start_span"": 8, ""end_span"": 13, ""type"": ""Gene_or_gene_product""}]"
The activation of NF - kappaB is tightly controlled and the deubiquitinase CYLD has emerged as a key negative regulator of NF - kappaB signalling.	"CYLD	75	79	Gene_or_gene_product"	"[{""token"": ""CYLD"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}]"
Optineurin, mutated in certain glaucomas and amyotrophic lateral sclerosis, is also a negative regulator of NF - kappaB activation.	"Optineurin	0	10	Gene_or_gene_product"	"[{""token"": ""Optineurin"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Gene_or_gene_product""}]"
Although hundreds of SUMO targets have been identified, many biological outcomes of protein sumoylation remain poorly understood.	"SUMO	21	25	Gene_or_gene_product"	"[{""token"": ""SUMO"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Gene_or_gene_product""}]"
We describe the purification of IkappaBalpha, its sumoylation, the subsequent separation and purification of the modified and the unmodified forms and the purification of the complex IkappaBalpha - SUMO - 1 / NF - kappaB.	"IkappaBalpha	32	44	Gene_or_gene_product"	"[{""token"": ""IkappaBalpha"", ""start_span"": 32, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}]"
This approach may be extended to other SUMO substrates not isolable by classical chromatography techniques.	"SUMO	39	43	Gene_or_gene_product"	"[{""token"": ""SUMO"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}]"
The dual function cytokine IL - 33 interacts with the transcription factor NF - kappaB to dampen NF - kappaB - stimulated gene transcription.	"IL - 33	27	34	Gene_or_gene_product"	"[{""token"": ""IL - 33"", ""start_span"": 27, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}]"
In addition, IL - 33 can act in an intracrine fashion by translocating to the nucleus, where it binds to the chromatin and modulates gene expression.	"IL - 33	13	20	Gene_or_gene_product"	"[{""token"": ""IL - 33"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Gene_or_gene_product""}]"
We suggest that nuclear IL - 33 sequesters nuclear NF - kappaB and reduces NF - kappaB - triggered gene expression to dampen proinflammatory signaling.	"IL - 33	24	31	Gene_or_gene_product"	"[{""token"": ""IL - 33"", ""start_span"": 24, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}]"
Previous reports suggested that NRF interferes with the transcriptional activity of NF - kappaB binding sites through a direct interaction with NF - kappaB subunits.	"NRF	32	35	Gene_or_gene_product"	"[{""token"": ""NRF"", ""start_span"": 32, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}]"
